"Preis";"Wohnflaeche";"Alter";"Klimaanlage";"Kamin";"Heizung"
210000;147,900408769974;15;"Nein";"Ja";"Gas"
188900;120,215533259012;18;"Nein";"Nein";"Strom"
192000;183,389074693423;33;"Nein";"Ja";"Gas"
137500;91,7874396135266;17;"Nein";"Ja";"Strom"
200000;140,096618357488;20;"Nein";"Ja";"Gas"
126000;84,3552582683018;17;"Nein";"Nein";"Strom"
214500;177,443329617243;20;"Nein";"Ja";"Strom"
152000;84,726867335563;18;"Nein";"Nein";"Strom"
115000;84,726867335563;20;"Nein";"Nein";"Strom"
88000;91,7874396135266;19;"Nein";"Nein";"Strom"
170000;162,393162393162;20;"Nein";"Nein";"Strom"
137000;84,726867335563;18;"Nein";"Ja";"Strom"
145000;128,669639539205;17;"Nein";"Nein";"Strom"
202000;120,772946859903;15;"Nein";"Nein";"Gas"
130000;84,3552582683018;17;"Nein";"Nein";"Strom"
265000;176,51430694909;25;"Nein";"Nein";"Strom"
185000;203,548866592345;16;"Nein";"Ja";"Strom"
130000;100,334448160535;25;"Ja";"Ja";"Gas"
190000;120,772946859903;15;"Ja";"Ja";"Gas"
204000;228,353771832033;1;"Nein";"Ja";"Gas"
125000;96,6183574879227;22;"Nein";"Nein";"Strom"
349900;268,115942028986;0;"Nein";"Ja";"Gas"
142000;170,940170940171;8;"Nein";"Nein";"Gas"
132500;184,689706428837;19;"Nein";"Nein";"Strom"
220000;62,4303232998885;43;"Nein";"Nein";"Oel"
160000;140,468227424749;13;"Nein";"Nein";"Oel"
10300;84,726867335563;20;"Nein";"Ja";"Strom"
95000;84,726867335563;19;"Nein";"Nein";"Strom"
122055;128,669639539205;17;"Nein";"Nein";"Strom"
149000;140,096618357488;18;"Nein";"Ja";"Gas"
115000;128,669639539205;17;"Nein";"Nein";"Strom"
140000;151,244890375325;19;"Nein";"Nein";"Strom"
137900;147,900408769974;17;"Nein";"Nein";"Strom"
144000;124,860646599777;54;"Nein";"Nein";"Strom"
131600;128,669639539205;17;"Nein";"Ja";"Strom"
123500;128,669639539205;17;"Nein";"Nein";"Strom"
123000;155,982905982906;17;"Nein";"Nein";"Strom"
109000;84,3552582683018;20;"Nein";"Nein";"Strom"
173000;141,861761426979;16;"Ja";"Ja";"Gas"
105000;84,726867335563;20;"Nein";"Nein";"Strom"
122500;109,996283909327;18;"Nein";"Nein";"Strom"
191000;159,698996655518;26;"Nein";"Ja";"Strom"
149000;100,334448160535;19;"Nein";"Ja";"Strom"
205000;196,767001114827;16;"Nein";"Ja";"Strom"
225000;234,764028242289;16;"Nein";"Nein";"Strom"
210000;147,900408769974;15;"Nein";"Ja";"Gas"
188900;120,215533259012;18;"Nein";"Nein";"Strom"
192000;183,389074693423;33;"Nein";"Ja";"Gas"
137500;91,7874396135266;17;"Nein";"Ja";"Strom"
200000;140,096618357488;20;"Nein";"Ja";"Gas"
126000;84,3552582683018;17;"Nein";"Nein";"Strom"
214500;177,443329617243;20;"Nein";"Ja";"Strom"
152000;84,726867335563;18;"Nein";"Nein";"Strom"
115000;84,726867335563;20;"Nein";"Nein";"Strom"
88000;91,7874396135266;19;"Nein";"Nein";"Strom"
170000;162,393162393162;20;"Nein";"Nein";"Strom"
137000;84,726867335563;18;"Nein";"Ja";"Strom"
145000;128,669639539205;17;"Nein";"Nein";"Strom"
202000;120,772946859903;15;"Nein";"Nein";"Gas"
130000;84,3552582683018;17;"Nein";"Nein";"Strom"
265000;176,51430694909;25;"Nein";"Nein";"Strom"
185000;203,548866592345;16;"Nein";"Ja";"Strom"
130000;100,334448160535;25;"Ja";"Ja";"Gas"
190000;120,772946859903;15;"Ja";"Ja";"Gas"
204000;228,353771832033;1;"Nein";"Ja";"Gas"
125000;96,6183574879227;22;"Nein";"Nein";"Strom"
349900;268,115942028986;0;"Nein";"Ja";"Gas"
142000;170,940170940171;8;"Nein";"Nein";"Gas"
132500;184,689706428837;19;"Nein";"Nein";"Strom"
220000;62,4303232998885;43;"Nein";"Nein";"Oel"
160000;140,468227424749;13;"Nein";"Nein";"Oel"
156900;151,895206243032;52;"Nein";"Nein";"Oel"
138000;155,332590115199;39;"Nein";"Nein";"Gas"
166000;175,771088814567;26;"Ja";"Ja";"Gas"
195000;153,474544778893;18;"Nein";"Ja";"Gas"
295600;233,463396506875;21;"Ja";"Ja";"Gas"
460000;309,921962095875;1;"Ja";"Ja";"Gas"
126000;120,958751393534;17;"Ja";"Ja";"Gas"
220300;186,361947231512;16;"Ja";"Ja";"Gas"
175000;170,56856187291;27;"Ja";"Ja";"Gas"
255000;185,247120029729;49;"Nein";"Ja";"Oel"
185000;153,474544778893;19;"Nein";"Ja";"Gas"
234000;175,399479747306;8;"Nein";"Ja";"Gas"
133500;137,495354886659;19;"Ja";"Ja";"Gas"
151000;114,641397250093;19;"Nein";"Ja";"Strom"
157500;165,180230397622;31;"Nein";"Ja";"Gas"
285000;233,55629877369;23;"Ja";"Ja";"Gas"
217500;250,836120401338;35;"Nein";"Ja";"Gas"
300000;216,462281679673;21;"Ja";"Ja";"Gas"
161225;248,60646599777;33;"Nein";"Ja";"Gas"
217000;202,526941657376;25;"Ja";"Ja";"Strom"
250000;212,188777406169;21;"Ja";"Ja";"Gas"
124000;122,073578595318;19;"Nein";"Nein";"Strom"
248000;222,593831289483;35;"Nein";"Ja";"Gas"
187000;193,979933110368;45;"Nein";"Ja";"Gas"
195000;214,604236343367;39;"Nein";"Ja";"Gas"
239900;189,520624303233;19;"Ja";"Ja";"Gas"
475000;241,452991452991;19;"Ja";"Ja";"Strom"
246000;158,119658119658;16;"Nein";"Ja";"Gas"
219900;197,417316982534;18;"Nein";"Ja";"Gas"
193500;214,604236343367;38;"Nein";"Ja";"Gas"
122000;132,943143812709;31;"Ja";"Nein";"Gas"
118000;85,8416945373467;20;"Nein";"Nein";"Gas"
125000;167,131178000743;126;"Nein";"Ja";"Gas"
101000;90,6726124117428;23;"Nein";"Nein";"Strom"
249000;205,964325529543;19;"Ja";"Ja";"Gas"
180000;182,924563359346;102;"Nein";"Ja";"Oel"
292500;220,735785953177;19;"Ja";"Ja";"Gas"
199500;147,250092902267;18;"Nein";"Ja";"Gas"
205100;134,986993682646;32;"Nein";"Ja";"Gas"
330000;276,198439241918;12;"Ja";"Ja";"Oel"
179000;149,75845410628;37;"Nein";"Ja";"Gas"
342000;253,994797473058;4;"Ja";"Ja";"Gas"
145000;137,402452619844;22;"Ja";"Ja";"Strom"
66000;87,7926421404682;19;"Ja";"Nein";"Strom"
269900;180,044593088071;25;"Nein";"Ja";"Gas"
154000;126,718691936083;174;"Nein";"Ja";"Oel"
454900;301,189149015236;2;"Ja";"Ja";"Gas"
249900;145,949461166852;23;"Ja";"Ja";"Gas"
165000;122,073578595318;21;"Ja";"Ja";"Strom"
329000;224,173169825344;3;"Ja";"Ja";"Gas"
49387;83,6120401337793;56;"Nein";"Ja";"Oel"
445000;293,292456335935;0;"Ja";"Ja";"Gas"
73000;84,3552582683018;102;"Nein";"Ja";"Oel"
125000;85,8416945373467;20;"Nein";"Nein";"Strom"
146500;105,722779635823;18;"Ja";"Ja";"Strom"
209000;214,604236343367;38;"Nein";"Ja";"Gas"
196500;174,098848011892;30;"Nein";"Ja";"Gas"
157000;114,083983649201;20;"Nein";"Nein";"Strom"
125500;137,402452619844;19;"Ja";"Ja";"Gas"
190000;149,75845410628;38;"Nein";"Nein";"Gas"
250000;193,979933110368;22;"Ja";"Ja";"Strom"
255000;197,974730583426;4;"Nein";"Ja";"Gas"
129700;85,8416945373467;20;"Nein";"Ja";"Gas"
65000;157,190635451505;74;"Nein";"Nein";"Strom"
107000;145,670754366407;82;"Nein";"Nein";"Gas"
255000;210,144927536232;35;"Ja";"Ja";"Gas"
398000;274,990709773318;8;"Ja";"Ja";"Gas"
176000;156,354515050167;31;"Nein";"Ja";"Gas"
249900;248,978075065032;36;"Ja";"Ja";"Gas"
244900;254,738015607581;26;"Nein";"Ja";"Oel"
220000;186,919360832404;30;"Nein";"Ja";"Gas"
241000;251,021924934968;31;"Nein";"Ja";"Gas"
159900;122,073578595318;21;"Ja";"Ja";"Gas"
177555;155,332590115199;38;"Nein";"Ja";"Gas"
95000;111,482720178372;55;"Nein";"Nein";"Oel"
5000;157,933853586028;4;"Ja";"Ja";"Gas"
264900;246,376811594203;40;"Nein";"Ja";"Gas"
315000;284,46674098848;16;"Ja";"Ja";"Gas"
155000;119,84392419175;25;"Ja";"Ja";"Gas"
130000;94,017094017094;23;"Nein";"Nein";"Strom"
238000;214,604236343367;35;"Nein";"Ja";"Gas"
224000;188,219992567819;31;"Nein";"Ja";"Gas"
211000;130,434782608696;18;"Ja";"Nein";"Gas"
279000;165,551839464883;13;"Ja";"Nein";"Gas"
242000;185,990338164251;15;"Ja";"Ja";"Gas"
199875;165,551839464883;36;"Ja";"Ja";"Gas"
259900;205,499814195466;11;"Ja";"Ja";"Oel"
200000;173,913043478261;84;"Ja";"Nein";"Oel"
212000;167,59568933482;36;"Nein";"Ja";"Gas"
230000;177,443329617243;41;"Nein";"Ja";"Gas"
189000;151,616499442586;28;"Ja";"Ja";"Gas"
313635;355,258268301747;16;"Ja";"Ja";"Gas"
185000;111,111111111111;32;"Nein";"Nein";"Gas"
239900;209,866220735786;30;"Ja";"Ja";"Gas"
202000;157,004830917874;39;"Ja";"Ja";"Gas"
155000;113,991081382386;19;"Ja";"Ja";"Gas"
120000;118,729096989967;57;"Nein";"Ja";"Gas"
78000;62,0587142326273;77;"Nein";"Nein";"Oel"
311000;256,596060943887;17;"Ja";"Ja";"Gas"
198000;144,741731698253;38;"Nein";"Ja";"Gas"
158500;125,6038647343;11;"Nein";"Nein";"Strom"
227000;178,372352285396;37;"Nein";"Ja";"Gas"
265900;180,230397621702;6;"Nein";"Ja";"Gas"
163000;116,034931252323;30;"Nein";"Nein";"Gas"
165000;146,413972500929;27;"Nein";"Nein";"Gas"
151000;131,828316610925;30;"Ja";"Nein";"Gas"
200000;157,933853586028;4;"Ja";"Ja";"Gas"
299900;255,295429208473;15;"Ja";"Ja";"Gas"
210000;166,480862133036;18;"Ja";"Ja";"Gas"
220000;160,163507989595;36;"Nein";"Nein";"Strom"
326900;250,092902266815;15;"Ja";"Ja";"Gas"
204900;161,092530657748;29;"Nein";"Ja";"Oel"
234000;187,105165366035;32;"Nein";"Ja";"Gas"
236000;191,007060572278;36;"Nein";"Ja";"Gas"
124000;162,114455592716;36;"Nein";"Nein";"Gas"
199100;125,6038647343;13;"Ja";"Ja";"Gas"
245000;209,866220735786;30;"Nein";"Ja";"Gas"
264000;238,944630248978;33;"Nein";"Ja";"Gas"
105000;85,8416945373467;18;"Nein";"Ja";"Strom"
187000;185,804533630621;21;"Ja";"Nein";"Gas"
127000;86,3062058714233;21;"Ja";"Nein";"Gas"
100000;143,069490895578;42;"Nein";"Nein";"Oel"
251000;160,720921590487;44;"Ja";"Ja";"Oel"
105000;139,353400222965;50;"Nein";"Ja";"Oel"
431250;234,299516908213;10;"Ja";"Ja";"Gas"
149900;137,402452619844;19;"Ja";"Ja";"Strom"
180000;178,558156819026;36;"Ja";"Ja";"Gas"
123500;112,876254180602;20;"Nein";"Ja";"Gas"
253000;257,52508361204;33;"Ja";"Ja";"Gas"
330000;239,130434782609;6;"Nein";"Nein";"Gas"
124500;87,7926421404682;21;"Nein";"Nein";"Strom"
424200;270,717205499814;19;"Ja";"Ja";"Gas"
120000;137,495354886659;19;"Ja";"Nein";"Strom"
205000;177,814938684504;32;"Nein";"Ja";"Gas"
175000;125,78966926793;27;"Ja";"Ja";"Gas"
295000;213,861018208844;4;"Ja";"Ja";"Gas"
156500;114,641397250093;19;"Ja";"Ja";"Strom"
143000;137,495354886659;18;"Ja";"Nein";"Strom"
215000;154,682274247492;27;"Ja";"Ja";"Gas"
287000;202,712746191007;6;"Nein";"Ja";"Gas"
122500;85,8416945373467;18;"Nein";"Ja";"Strom"
180000;113,340765514679;19;"Nein";"Nein";"Strom"
143000;137,495354886659;18;"Ja";"Nein";"Strom"
137000;127,740616871052;21;"Nein";"Ja";"Strom"
271000;186,083240431067;22;"Ja";"Ja";"Gas"
129900;137,495354886659;15;"Ja";"Ja";"Gas"
133000;137,495354886659;15;"Ja";"Nein";"Gas"
179000;135,265700483092;11;"Ja";"Nein";"Gas"
302000;175,399479747306;5;"Nein";"Ja";"Gas"
168000;103,307320698625;28;"Nein";"Nein";"Oel"
120000;137,495354886659;16;"Nein";"Ja";"Gas"
119000;137,495354886659;15;"Ja";"Ja";"Strom"
168000;170,56856187291;27;"Ja";"Nein";"Gas"
124900;141,397250092902;96;"Nein";"Nein";"Oel"
415000;251,672240802676;1;"Ja";"Ja";"Gas"
150000;94,7603121516165;10;"Ja";"Nein";"Oel"
310000;205,128205128205;20;"Nein";"Ja";"Gas"
157000;127,090301003344;18;"Nein";"Nein";"Strom"
205000;231,140839836492;28;"Nein";"Ja";"Gas"
275000;173,262727610554;7;"Nein";"Nein";"Gas"
320000;294,871794871795;10;"Ja";"Nein";"Gas"
380000;273,504273504273;17;"Ja";"Ja";"Gas"
119900;89,1861761426979;23;"Nein";"Nein";"Gas"
345000;291,898922333705;15;"Nein";"Ja";"Gas"
145000;154,775176514307;32;"Nein";"Ja";"Oel"
123000;65,7748049052397;77;"Nein";"Ja";"Oel"
202500;148,457822370866;17;"Ja";"Ja";"Oel"
182000;145,299145299145;13;"Ja";"Ja";"Gas"
175000;113,71237458194;14;"Nein";"Nein";"Gas"
132500;128,112225938313;77;"Nein";"Nein";"Gas"
239000;214,604236343367;41;"Nein";"Ja";"Gas"
86125;89,1861761426979;14;"Nein";"Nein";"Gas"
245000;89,1861761426979;16;"Nein";"Nein";"Strom"
229900;169,082125603865;52;"Nein";"Ja";"Gas"
129000;151,616499442586;95;"Nein";"Nein";"Oel"
200000;148,086213303605;90;"Nein";"Nein";"Gas"
144200;119,84392419175;16;"Nein";"Nein";"Oel"
166000;144,927536231884;11;"Nein";"Nein";"Gas"
178000;134,986993682646;46;"Nein";"Ja";"Oel"
165000;154,589371980676;40;"Nein";"Ja";"Oel"
218000;201,505016722408;18;"Ja";"Ja";"Strom"
175000;131,921218877741;9;"Nein";"Nein";"Gas"
145000;133,872166480862;71;"Nein";"Nein";"Gas"
195000;94,3887030843553;4;"Nein";"Nein";"Gas"
288139;273,782980304719;0;"Nein";"Ja";"Gas"
187500;153,474544778893;11;"Nein";"Nein";"Oel"
255000;179,022668153103;105;"Nein";"Nein";"Oel"
145000;89,1861761426979;11;"Nein";"Nein";"Gas"
183000;167,59568933482;28;"Nein";"Ja";"Strom"
318310;243,032329988852;1;"Nein";"Ja";"Gas"
192500;103,678929765886;42;"Nein";"Nein";"Oel"
195000;199,461166852471;52;"Nein";"Ja";"Oel"
138000;81,3823857302118;36;"Nein";"Ja";"Oel"
230000;195,280564845782;26;"Nein";"Ja";"Strom"
237500;164,994425863991;15;"Nein";"Ja";"Oel"
375000;185,432924563359;3;"Ja";"Ja";"Gas"
105000;163,415087328131;165;"Nein";"Nein";"Gas"
168000;94,2028985507246;10;"Nein";"Nein";"Gas"
221000;210,888145670754;5;"Nein";"Nein";"Gas"
135000;143,8127090301;85;"Nein";"Nein";"Oel"
129900;150,501672240803;3;"Nein";"Nein";"Gas"
344100;242,289111854329;40;"Ja";"Ja";"Gas"
112000;100,334448160535;15;"Nein";"Nein";"Strom"
380000;105,908584169454;76;"Ja";"Nein";"Gas"
125000;107,023411371237;34;"Nein";"Nein";"Gas"
145000;98,1047937569677;20;"Nein";"Nein";"Strom"
190000;116,778149386845;2;"Nein";"Nein";"Gas"
135000;86,9565217391304;25;"Nein";"Ja";"Gas"
58500;105,908584169454;30;"Nein";"Nein";"Strom"
80500;89,1861761426979;14;"Nein";"Nein";"Gas"
150410;98,2905982905983;6;"Nein";"Nein";"Gas"
170000;71,3489409141583;29;"Nein";"Nein";"Strom"
242551;190,263842437755;14;"Nein";"Ja";"Oel"
176500;111,296915644742;7;"Nein";"Ja";"Gas"
212000;225,752508361204;27;"Ja";"Nein";"Strom"
135000;85,2842809364548;35;"Nein";"Nein";"Oel"
215000;252,879970271275;46;"Ja";"Ja";"Oel"
262000;219,620958751394;0;"Nein";"Ja";"Gas"
155000;133,779264214047;15;"Nein";"Nein";"Oel"
207000;162,021553325901;27;"Nein";"Nein";"Oel"
185000;211,817168338907;105;"Nein";"Nein";"Oel"
92200;161,278335191379;130;"Nein";"Nein";"Oel"
111000;82,032701597919;95;"Nein";"Nein";"Oel"
97000;92,9951690821256;145;"Nein";"Nein";"Gas"
200000;120,401337792642;34;"Nein";"Nein";"Oel"
230000;214,046822742475;14;"Nein";"Ja";"Strom"
299900;192,865105908584;13;"Nein";"Ja";"Gas"
183855;136,380527684876;51;"Nein";"Nein";"Oel"
174900;118,171683389075;50;"Nein";"Ja";"Gas"
335000;176,51430694909;11;"Ja";"Ja";"Oel"
208000;143,8127090301;53;"Nein";"Nein";"Oel"
380000;205,499814195466;35;"Nein";"Ja";"Strom"
289900;220,735785953177;0;"Nein";"Ja";"Gas"
188000;159,048680787811;33;"Ja";"Ja";"Oel"
600000;247,120029728725;1;"Ja";"Ja";"Gas"
262000;138,145670754366;5;"Ja";"Nein";"Oel"
220000;142,326272761055;30;"Nein";"Ja";"Strom"
275000;230,955035302861;21;"Ja";"Ja";"Gas"
215000;178,186547751765;25;"Nein";"Nein";"Gas"
100000;117,985878855444;47;"Nein";"Nein";"Oel"
158500;130,620587142326;19;"Nein";"Nein";"Strom"
148900;128,669639539205;18;"Nein";"Nein";"Strom"
218000;120,772946859903;16;"Nein";"Nein";"Gas"
355840;302,768487551096;0;"Nein";"Ja";"Gas"
168000;142,697881828317;9;"Ja";"Nein";"Gas"
171000;151,988108509848;14;"Nein";"Ja";"Oel"
195000;180,602006688963;15;"Nein";"Ja";"Gas"
201880;155,70419918246;19;"Nein";"Ja";"Gas"
145000;96,6183574879227;12;"Ja";"Nein";"Gas"
206000;167,224080267559;13;"Ja";"Ja";"Gas"
78000;129,505759940543;85;"Nein";"Ja";"Oel"
320900;175,12077294686;5;"Nein";"Ja";"Oel"
159000;98,1047937569677;1;"Nein";"Nein";"Oel"
180000;147,993311036789;38;"Nein";"Nein";"Gas"
129900;133,407655146786;125;"Nein";"Nein";"Oel"
150000;154,960981047938;34;"Nein";"Ja";"Gas"
171134;120,958751393534;35;"Nein";"Nein";"Gas"
151000;115,105908584169;33;"Ja";"Ja";"Gas"
100000;78,0379041248606;85;"Nein";"Nein";"Oel"
655000;72,463768115942;55;"Nein";"Nein";"Gas"
243500;160,535117056856;3;"Ja";"Nein";"Gas"
265000;154,775176514307;140;"Nein";"Nein";"Gas"
400000;187,848383500557;4;"Ja";"Ja";"Gas"
272800;206,707543664065;46;"Nein";"Ja";"Gas"
255000;95,0390189520624;115;"Nein";"Nein";"Gas"
220000;119,84392419175;17;"Ja";"Nein";"Strom"
775000;368,636194723151;31;"Ja";"Ja";"Gas"
233000;157,840951319212;129;"Nein";"Nein";"Gas"
216977;198,532144184318;27;"Nein";"Nein";"Gas"
245000;132,664437012263;5;"Ja";"Ja";"Gas"
159000;86,9565217391304;35;"Ja";"Nein";"Gas"
725000;240,245261984392;3;"Ja";"Ja";"Gas"
268300;127,554812337421;6;"Nein";"Ja";"Gas"
159000;118,171683389075;33;"Nein";"Nein";"Gas"
155000;127,090301003344;33;"Ja";"Ja";"Gas"
345000;196,952805648458;18;"Ja";"Ja";"Gas"
165200;118,821999256782;34;"Nein";"Nein";"Gas"
185000;102,564102564103;35;"Ja";"Nein";"Gas"
225500;101,449275362319;41;"Nein";"Ja";"Gas"
420000;208,751393534002;121;"Nein";"Nein";"Gas"
220000;106,465997770346;53;"Nein";"Nein";"Gas"
620000;301,932367149758;23;"Nein";"Ja";"Gas"
260000;178,372352285396;18;"Ja";"Ja";"Gas"
359900;179,48717948718;0;"Nein";"Ja";"Gas"
375000;150,501672240803;4;"Ja";"Nein";"Gas"
302900;152,359717577109;50;"Nein";"Nein";"Gas"
175000;96,6183574879227;39;"Nein";"Nein";"Gas"
260000;155,70419918246;37;"Ja";"Nein";"Oel"
270000;184,968413229283;16;"Ja";"Ja";"Gas"
485000;177,257525083612;17;"Ja";"Ja";"Gas"
200000;89,7435897435898;85;"Nein";"Nein";"Oel"
367000;168,617614269788;19;"Ja";"Ja";"Gas"
175000;154,589371980676;32;"Nein";"Nein";"Gas"
203000;112,969156447417;19;"Ja";"Ja";"Gas"
170000;145,299145299145;33;"Ja";"Nein";"Gas"
375000;255,667038275734;32;"Ja";"Ja";"Gas"
159900;86,9565217391304;35;"Nein";"Nein";"Gas"
230000;150,222965440357;95;"Nein";"Nein";"Gas"
375000;134,894091415831;69;"Nein";"Ja";"Gas"
421000;177,536231884058;5;"Ja";"Ja";"Gas"
218000;146,78558156819;31;"Ja";"Nein";"Gas"
167850;178,372352285396;34;"Ja";"Ja";"Gas"
252500;107,302118171683;80;"Nein";"Nein";"Gas"
650000;350,24154589372;3;"Ja";"Ja";"Gas"
380000;155,611296915645;18;"Ja";"Ja";"Gas"
214500;84,726867335563;33;"Nein";"Nein";"Gas"
218500;140,282422891119;115;"Nein";"Nein";"Gas"
174000;80,2675585284281;35;"Ja";"Nein";"Gas"
225000;148,643626904496;35;"Ja";"Nein";"Gas"
309750;162,021553325901;15;"Ja";"Ja";"Gas"
658300;298,030471943515;3;"Ja";"Ja";"Gas"
203000;119,84392419175;16;"Ja";"Nein";"Gas"
375000;176,51430694909;19;"Ja";"Ja";"Gas"
62500;260,869565217391;25;"Nein";"Nein";"Oel"
205000;146,413972500929;18;"Nein";"Nein";"Gas"
84500;103,864734299517;135;"Nein";"Nein";"Gas"
280500;162,764771460424;8;"Ja";"Ja";"Gas"
182000;162,857673727239;32;"Nein";"Nein";"Strom"
571000;203,084355258268;14;"Ja";"Nein";"Gas"
168000;167,224080267559;35;"Nein";"Nein";"Gas"
354000;228,725380899294;30;"Ja";"Ja";"Gas"
238000;119,472315124489;50;"Nein";"Nein";"Gas"
182000;124,21033073207;35;"Ja";"Nein";"Gas"
218500;108,695652173913;5;"Nein";"Ja";"Gas"
227500;110,089186176143;53;"Nein";"Nein";"Gas"
375000;225,195094760312;19;"Ja";"Ja";"Gas"
399900;169,825343738387;125;"Nein";"Nein";"Gas"
360000;202,155332590115;41;"Ja";"Ja";"Strom"
412500;185,804533630621;4;"Ja";"Ja";"Gas"
268500;124,489037532516;10;"Ja";"Ja";"Gas"
300300;112,225938312895;52;"Nein";"Nein";"Gas"
382500;208,472686733556;2;"Ja";"Ja";"Gas"
189000;147,900408769974;31;"Nein";"Ja";"Gas"
295000;170,104050538833;17;"Ja";"Ja";"Gas"
220000;101,542177629134;37;"Nein";"Ja";"Gas"
223000;135,637309550353;110;"Nein";"Nein";"Gas"
399000;197,69602378298;152;"Nein";"Ja";"Gas"
169480;127,090301003344;30;"Nein";"Nein";"Gas"
347750;204,384986993683;1;"Ja";"Ja";"Gas"
455000;214,604236343367;23;"Ja";"Ja";"Gas"
249900;164,994425863991;12;"Ja";"Ja";"Gas"
250000;172,054998141955;8;"Ja";"Nein";"Strom"
265000;101,449275362319;42;"Ja";"Nein";"Gas"
670000;208,751393534002;121;"Nein";"Nein";"Gas"
195000;121,794871794872;19;"Ja";"Nein";"Gas"
360000;129,319955406912;4;"Ja";"Nein";"Gas"
175000;103,678929765886;33;"Ja";"Nein";"Gas"
166500;75,436640654032;115;"Nein";"Nein";"Gas"
190100;173,913043478261;27;"Nein";"Ja";"Gas"
180500;115,942028985507;8;"Ja";"Nein";"Strom"
440000;158,119658119658;3;"Nein";"Nein";"Gas"
170000;125,046451133408;57;"Nein";"Ja";"Oel"
220000;148,272017837235;20;"Nein";"Ja";"Gas"
70500;82,1256038647343;57;"Nein";"Nein";"Gas"
65000;75,6224451876626;137;"Nein";"Nein";"Gas"
127500;66,8896321070234;71;"Nein";"Nein";"Gas"
155000;190,542549238201;28;"Nein";"Nein";"Strom"
255500;147,714604236343;11;"Ja";"Ja";"Oel"
136000;111,668524712003;39;"Nein";"Nein";"Strom"
